Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
BSC Drift ApS,"Bag Elefanterne 20, 1799 København V",Bryggerens Spisekammer,"3,9",626,,", , , , , , , , , "
TAY ApS,"Havneholmen 3, 1561 København V",,,,,
"Aleni Food & Beverage, Hospitality ApS","Göteborg Plads 10, 2150 Nordhavn",,,,,
Aisha ApS,"Islands Brygge 7, 2300 København S",,,,,
NIELS RANDRUP JUHL APS,"Stuebjerggårdsvej 2B, 3220 Tisvildeleje",,,,,
Cafe Havkatten ApS,"Brøndby Havnevej 24, 2650 Hvidovre",Havkatten,"4,1",123,1-100 kr a persona,
M.H. GROUP ApS,"halmtorvet 5, st. th, 1700 København V",,,,,
BUKA ApS,"Store Kongensgade 18, st., 1264 København K",BUKA,"4,5",1.492,,", , , , , , , , , "
Keller & Hugel ApS,"Ryesgade 25, 2200 København N",,,,,
TUK Thai Take Away ApS,"Stjernegade 20A, 3000 Helsingør",,,,,
Salekildens Kaffe & Kage,"Salekildevej 16, 3200 Helsinge",Salekildens Kaffe & Kage,"4,9",100,1-100 kr a persona,
Bar kaffe ApS,"Blovstrød Alle 2, 3450 Allerød",,,,,
Curry Lounge ApS,"Vangedevej 129B, 2820 Gentofte",,,,,
Cafe A,"Ishøj Østergade 43, 1., 2635 Ishøj",,,,,
Fusion Monkey ApS,"Falkoner Alle 102, 2000 Frederiksberg",Fusion Monkey,"4,5",126,200-300 kr a persona,", , , , "
"La Cabra, MVP Frederiksberg","Marguerite Vibys Plads 1, 2000 Frederiksberg",La Cabra Roastery,"4,8",38,,", , , "
Hungry Dane Gt8,"Gammeltorv 8, st. th, 1457 København K",,,,,
Park Café,"Østerbrogade 79, 2100 København Ø",,,,,
Food 2 Come I/S v/Finn Hurtigkarl & Tomas Paul Jacoby,"Sct Anna Gade 48, 3000 Helsingør",,,,,
Royal bagel damhus,"Damhustorvet 3, 2610 Rødovre",Royal Bagel,"3,9",141,1-100 kr a persona,
Højby Kro og Hotel v/Jan Lindy Kristensen,"Øster Voldgade 28, st. 2, 1350 København K",Højby Kro,"4,3",610,,
Bagel 'N Blend ApS,"Hedeparken 9B, 2750 Ballerup",Bagel 'N Blend,"4,0",2,,
Punjabi Indian I/S,"Strandboulevarden 168, st. th, 2100 København Ø",,,,,
Columbia Chicken & Burger ApS,"Amagerbrogade 171, st. tv, 2300 København S",,,,,
Darbaar ApS,"Kastruplundgade 27, 2770 Kastrup",Darbaar,"4,7",87,100-200 kr a persona,", , , , , , , , , "
Ristorante Bella Italia ApS,"Gladsaxe Møllevej 21, 2860 Søborg",Ristorante Bella Italia ApS,,,,
Torvecafe v/Dundar Ciftci,"Hvidovre Torv 11, 2650 Hvidovre",Torvecaféen,"4,2",797,100-200 kr a persona,", , "
Beviamo Winebar ApS,"Nordre Frihavnsgade 58, 2100 København Ø",Beviamo,"4,1",274,400-500 kr a persona,", , , , , , , , , "
Bistro FSK ApS,"Vodroffsvej 55, 1900 Frederiksberg C",Cabinn,"3,5",1.843,,
Evoo,"Staldgade 10, 1699 København V",,,,,
RNS ApS,"Gammel Jernbanevej 31, 2500 Valby",,,,,
RNS ApS,"Søndre Fasanvej 70, 2000 Frederiksberg",,,,,
Driftselskabet JK AF 1.11.2012 ApS,"Store Kongensgade 62B, st. tv, 1264 København K",,,,,
I'm a ApS,"Høkerboderne 12, 1712 København V",I'm A Kombo ApS,"4,3",3,,
SEA by Kiin Kiin,"Nyhavn 71, 1051 København K",Sea by Kiin Kiin,"4,1",171,,", , , , , , , , , "
Skänk Roskilde ApS,"Rådmand Steins Alle 21, 4. th, 2000 Frederiksberg","Skänk øl, vin & madbar Frederiksberg","4,4",81,200-300 kr a persona,", , "
Jonas Sander ApS,"Dybbølsgade 26, st. tv, 1721 København V",,,,,
Spisehus Ewaldsgaarden v/Jeff Hjetting,"Johannes Ewalds Vej 5A, 3100 Hornbæk",Ewaldsgaarden,"4,9",119,,
Støvlen,"Jyllingevej 58, st., 2720 Vanløse",Støvlen Byens Bar,"4,0",159,100-200 kr a persona,
Pension Slaegtsgaarden,"Østergade 3, 3770 Allinge",Hotel Slægtsgården,"4,4",167,,
Crone & Knudstrup ApS,"Gadevang, 3400 Hillerød",Crone & Co.,,,,
aroii,"Thorvaldsensvej 2, 1871 Frederiksberg C",Aroii Thai Take Away,"3,7",101,,", , "
Tikka's,"Falkenbergvej 18, 3140 Ålsgårde",Tikkas café og take away,,,,
La Baracca Tivoli ApS,"Strandlodsvej 11K, 3. tv, 2300 København S",La Baracca Tivoli - Food Hall,"4,3",376,,", , , , , , , , , "
Görkem Restaurant ApS,"Naverland 4, 2600 Glostrup",,,,,
Cafe Jyllinge ApS,"Udlejre, 3650 Ølstykke",Cafe Jyllinge ApS,"2,0",3,,
Jellyfish Elsinore ApS,"Brostræde 2B, 1., 3000 Helsingør",,,,,
Il Biancone Osteria Fiorentina ApS,"Amager Strandvej 80E, 3. th, 2300 København S",,,,,
HokkaidoCPH ApS,"Valby Langgade 90, 2500 Valby",,,,,
Is cafeen i Svaneke,"Havnebryggen 7B, 3740 Svaneke",,,,,
Hafla Burger CPH ApS,"Langelinie Allé 17, 2100 København Ø",Hafla Burger,"3,7",16,100-200 kr a persona,
B & G PETERSEN ApS,"Johannes V. Jensens Alle 44, 4. tv, 2000 Frederiksberg",B & G Petersen ApS,"5,0",,,
Kingo Grill Og Pizzeria,"Taastrup Hovedgade 130, 2630 Taastrup",Kingo Grill & Pizza,"3,9",153,1-100 kr a persona,
Cafe Svanen Vallensbæk ApS,"Golfsvinget 16, 2625 Vallensbæk",Café Svanen Vallensbæk,"4,2",35,100-200 kr a persona,
Le Port,"Vang, 3790 Hasle",Le Port i Vang på Bornholm,"4,6",428,,", , , , , , , , , "
Restaurant Ryesgade,"Ryesgade 3, st., 2200 København N",,,,,
Krabbesøstre I/S,"Siamvej 18, st., 2300 København S",Krabbe,,,,
Firma Harmanci,"Kronens Kvt 5A, 2620 Albertslund",,,,,
AnnesSmørrebrød ApS,"Stationsparken 26, 2600 Glostrup",,,,,
Sheng Yi Jia ApS,"Hesselvigvej 2, 2770 Kastrup",,,,,
Stjernernes Favorit Køkken v/Zinaida Kamal Eldin,"Århusgade 87, 2100 København Ø",,,,,
BØF OG OST,"Gråbrødretorv 13, 1154 København K",Bøf & Ost,"4,0",330,600-700 kr a persona,", , , , , , , , , "
A.A ApS,"Falkoner Alle 86, 2000 Frederiksberg",,,,,
India Vanløse ApS,"Jyllingevej 2, 2720 Vanløse",India,"4,1",256,,", , , , , , , , , "
"Gæstgivergården, bar","Nørregade 7, 3770 Allinge",Gæstgiveren ApS,"4,5",365,,
Lets Sail Away ApS,"Havnegade 31, 1058 København K",,,,,
Sides Reffen,"Refshalevej 167A, 1432 København K",,,,,
Noro ApS,"Klerkegade 25E, 4., 1308 København K",,,,,
Cafeen,"Tuborg Havnevej 7, 2900 Hellerup",Experimentarium's Café af 2011 ApS,,,,
Harbour Grill,"Store Strandstræde 2, 1255 København K",Harbour Grill,"3,0",105,,", , , , , , , , , "
The Storm Inn,"Stormgade 20, st., 1555 København V",The Storm Inn Copenhagen,"4,5",352,100-200 kr a persona,", , , , , , , , , "
Genki Sushi & Wok,"Smallegade 20, 2000 Frederiksberg",Genki Sushi & Wok,"3,8",225,,", , , , , , "
Meille,"Sankt Peders Stræde 24A, 1453 København K",Meille,"4,0",612,,", , , , , , , , , "
AFV15-2023 ApS,"Halmtorvet 15, 1700 København V",,,,,
Cafiola ApS,"Fiolstræde 26, st. th, 1171 København K",Cafiola,"3,3",33,,
Kebabsen Takeaway ApS,"Fabriksvej 4A, 3000 Helsingør",Kebabsen Takeaway,"4,5",27,,
On Thai Takeaway ApS,"Buddinge Hovedgade 268, 2880 Bagsværd",,,,,
Athos ApS,"Gentoftegade 110, kl., 2820 Gentofte",,,,,
Ålsgårde Café / Sandwich,"Ålsgårdecentret 11, 3140 Ålsgårde",,,,,
MarvogBen,"Snaregade 4, 1205 København K",Marv & Ben,"4,7",1.774,Più di 1000 kr a persona,", , , , , , , , , "
Konsulenten v/Jenny Olsen,"Åboulevard 11C, 1635 København V",,,,,
Jazz Cafeen Nexø,"Torvet 5, 3730 Nexø",Jazz Cafeen,"3,3",20,,
Spiseriet v/Anne Holck,"Lyngby Hovedgade 49A, st., 2800 Kongens Lyngby",,,,,
lille bakery,"Refshalevej 213B, st., 1432 København K",Lille Bakery,"4,5",1.007,100-200 kr a persona,", , , , , , , , , "
Gasoline DGH ApS,"Strandgade 95, 1401 København K",Gasoline Grill - Streetfood,"4,3",1.002,100-200 kr a persona,", , , , , , , , , "
Café SMK ApS,"Store Strandstræde 19, 1255 København K",,,,,
Papa Ramen,"Skydebanegade 16, st. tv, 1709 København V",Papa Ramen,"4,3",637,100-200 kr a persona,", , , , , , , , , "
Cafeteria SMK,"Sølvgade 48 - 50, 1307 København K",Kafeteria SMK,"3,5",174,,", , , , , , , , , "
Ishuset,"Christianshavns Kanal 2, 1406 København K",,,,,
Shawarma Bakken ApS,"Egedalsvænge 37, 2. th, 2980 Kokkedal",,,,,
COCOLO,"Studiestræde 65, st., 1554 København V",Cocolo sushi & poke bar,"3,4",7,,
Kanehøjgaard Restaurant & Café,"Køgevej 275, 2635 Ishøj",Kanehøjgaard Restaurant & Café,"3,9",7,,
Southern Grill ApS,"Elbagade 37, st., 2300 København S",Southern Grill & bubble tea,"4,4",236,100-200 kr a persona,", "
Hero´z ApS,"Tørringvej 17B, 2610 Rødovre",,,,,
Mimama Aps,"Frederiksholms Kanal 18, kl., 1220 København K",,,,,
Cholon ApS,"Vingårdstræde 21, 1070 København K",Cholon,"4,6",458,100-300 kr a persona,", , , , , , , , , "
Rosie Mcgee,"Vesterbrogade 2A, 1620 København V",Rosie McGee's,"4,0",1.372,,", , , , , , , , , "
Piil & Co. ApS,"Sortemosevej 19, 3450 Allerød",NIRAS A/S,"4,6",88,,
Bilbas 2 ApS,"Smørumnedre, 2765 Smørum",,,,,
Perssons Mat & Musik ApS,"H.C. Ørsteds Vej 11B, st. th, 1879 Frederiksberg C",,,,,
Nord Valby ApS,"Gammel Jernbanevej 31, 2500 Valby",Big Bowl Entertainment Centre,"3,3",1.657,,", , , , , , , , , "
Ramen To Biiru Frederiksberg,"Bentzonsvej 23, st. th, 2000 Frederiksberg",Ramen to Bíiru Frederiksberg,"4,5",354,100-200 kr a persona,", , , , , , , , , "
Nyhavns Restauranter ApS,"Gråbrødretorv 8, 1154 København K",,,,,
Jabby´s ApS,"Godthåbsvej 176A, 2. th, 2000 Frederiksberg",,,,,
The Burger Concept Amager,"Amagerbrogade 145, 2300 København S",The burger concept,"2,1",17,1-100 kr a persona,
Restaurant YoYo ApS,"Lodshaven 4, 3600 Frederikssund",,,,,
LXD ApS,"Mølcks Passage 5, 3450 Allerød",,,,,
CECA Foods Vordingborg ApS,"Rungsted Strandvej 201A, 2960 Rungsted Kyst",,,,,
Haitan ApS,"Peter Bangs Vej 107, st. 2, 2000 Frederiksberg",,,,,
Kagefryd Anno 2016 ApS,"Stengade 58A, st., 3000 Helsingør",,,,,
My Corner ApS,"Julius Bloms Gade 32, st. tv, 2200 København N",,,,,
Sheiks den lebanesiske køkken ApS,"Toftegårds Allé 6, st. th, 2500 Valby",,,,,
Dallas Supper Club ApS,"Victor Borges Plads 8, 2100 København Ø",,,,,
Restaurant Strandlund,"Strandlund 102, 2920 Charlottenlund",Restaurant Strandlund,"3,3",11,,
Barabbino,"Strandgade 95, 1401 København K",,,,,
Le Petit ApS,"Slagtehusgade 46, 1715 København V",Spisehuset,"4,5",67,,", , , , "
Hooked østerbro Olufsvej,"Olufsvej 2, 2100 København Ø",Fiskerestaurant Hooked Østerbro,"4,7",124,100-200 kr a persona,", "
Gastro Del Mar,"Vesterbrogade 164, 1800 Frederiksberg C",Gastro Del Mar,"5,0",15,100-200 kr a persona,
CHINESE CORNER ApS,"Ballerup-Centret 2, 1. 12, 2750 Ballerup",Restaurant Chinese Corner,"4,3",176,100-200 kr a persona,
PALÆO FIELDS APS,"Ørestads Boulevard 102C, 2300 København S",Palæo,"4,3",271,,", , , , , , , , , "
JSMU 2 ApS,"Sophus Falcks Alle 22, 2791 Dragør",,,,,
Restaurationsselskabet af 1. november 2016 K/S,"Rosenborggade 15, 1130 København K",,,,,
Cafe Høegs ApS,"Enghavevej 20A, 1674 København V",,,,,
Gorm ApS,"Njalsgade 21F, 2., 2300 København S",,,,,
Closed Loop ApS,"Store Mølle Vej 19, 2. th, 2300 København S",,,,,
NKK-HALLENS Cafeteria,"Niverødvej 40, 2990 Nivå",,,,,
Hoshi ApS,"Jernbanevej 14, st., 2600 Glostrup",,,,,
A. N. Perrino Courier Service,"Borgmester Jensens Allé 7, 5. tv, 2100 København Ø",,,,,
Cafe Vedbæk Havn ApS,"Vedbæk Strandvej 356A, 2950 Vedbæk",,,,,
WaSai Asian Restaurant,"Lyngbyvej 146, st. tv, 2100 København Ø",Wasai Asian Restaurant,"4,2",51,,", , "
TN DRIFT IVS,"Præstevænget 8, 3720 Aakirkeby",,,,,
Tratoria Italia 2021 ApS,"Fortvej 1, 2610 Rødovre",,,,,
Jeff Tisvilde ApS,"Hovedgaden 78, 3220 Tisvildeleje",,,,,
JC Holding EST. 2019 ApS,"Vandtårnsvej 77, 2860 Søborg",,,,,
mam mam pandekager,"Gruset 7, 3740 Svaneke",Mam Mam Pandekager,"3,9",32,,
Domino's Pizza Hvidovre,"Hvidovrevej 261B, 2650 Hvidovre",Domino's Pizza Hvidovre,"3,5",250,,
Domino's Pizza Ballerup,"Banegårdspladsen 3, 2750 Ballerup",Domino's Pizza Ballerup,"3,1",116,,
Domino's Pizza Kastrup,"Amager Landevej 52C, 2770 Kastrup",Domino's Pizza Kastrup,"3,2",226,1-100 kr a persona,", "
Domino's Pizza Nørrebro,"Nørrebrogade 177, 2200 København N",Domino's Pizza Nørrebro,"3,6",202,,", "
Domino's Pizza Lyngby,"Jernbanepladsen 61, 2800 Kongens Lyngby",Domino's Pizza,"3,5",159,,
Domino's Pizza Amager,"Amagerbrogade 28, 2300 København S",Domino's Pizza Amager,"3,0",227,,", , , , , , , , , "
Kiin Kiin Nordhavn,"Göteborg Plads 9, 2150 Nordhavn",,,,,
MAUI Amagerbrogade ApS,"Amagerbrogade 32, 2300 København S",Maui Poké Amagerbrogade,"3,9",99,100-200 kr a persona,", , , "
Duvarci Holding ApS,"Taastrupgårdsvej 123, 2. tv, 2630 Taastrup",,,,,
The Turning Chicken,"Nørrebrogade 98, st., 2200 København N",The Turning Chicken,"4,7",413,1-100 kr a persona,", , , , , , , , "
Aroy Dee Thai Take Away ApS,"Sigynsvej 9, 3700 Rønne",,,,,
Domino's Pizza Søborg,"Søborg Hovedgade 118A, 2860 Søborg",Domino's Pizza Søborg,"3,4",152,,
Domino's Pizza Østerbro,"Østerbrogade 89, 2100 København Ø",Domino's Pizza Østerbro,"3,1",159,,
Shawafel ApS,"Godthåbsvej 36, 1. th, 2000 Frederiksberg",,,,,
Lambrusco ApS,"Vedbækgade 13, 2200 København N",,,,,
Restaurant Zahida ApS,"Frederiksberg Alle 102, 1820 Frederiksberg C",Zahida Restaurant,"4,6",793,,", , , , , , , , , "
Bøf,"Åbenrå 8, 1124 København K",,,,,
Morsel ApS,"Godthåbsvej 48, st. th, 2000 Frederiksberg",Here Pho&Bao,"4,3",270,100-200 kr a persona,", , , , , , , , , "
Restaurant Lazio ApS,"Godthåbsvej 191, 2720 Vanløse",Restaurant Lazio,"4,2",289,,", , , , "
Cafe Dalvangen,"Dalvangsvej 54, 2600 Glostrup",Sommelierfinn.dk,"4,3",22,,
SIFFEN ApS,"Krøyersvej 5A, 2930 Klampenborg",Restaurant Siffen,"4,4",12,,
The Pescatarian ApS,"Trondhjemsgade 2, 1. tv, 2100 København Ø",,,,,
Café Eastwind / BAK & BÆK,"Hovedgade 1E, 3730 Nexø",Café Eastwind,"4,7",28,,
ewaldsgaarden hotelpension og spisehus,"Johannes Ewalds Vej 5A, 3100 Hornbæk",Ewaldsgaarden,"4,9",119,,
Restaurant Grand B,"Traverbanevej 10, st., 2920 Charlottenlund",Grand B,"4,1",9,,
TEATERRESTAURANTEN APS,"Gammel Kongevej 29, 1610 København V",,,,,
HUSMANN'S VINSTUE ApS,"Larsbjørnsstræde 2, 1454 København K",Husmanns Vinstue,"4,7",548,,", , , , , , , , , "
Restaurant Bolsterbjerg v/Lola Mortensen,"Aarsballe, 3700 Rønne",Restaurant Bolsterbjerg v/Lola Mortensen,"4,2",220,100-200 kr a persona,
HARD ROCK CAFE (DENMARK) A/S.,"Vestergade 37, 4. tv, 1456 København K",Hard Rock Cafe Copenhagen,"4,2",7.646,,", , , , , , , , , "
Vask og administration,"Olgasvej 15, 2970 Hørsholm",,,,,
Thai Food Kontor,"Teglbrændervej 2, 1. tv, 2400 København NV",,,,,
The Maple,"Vesterbrogade 24, 1620 København V",Maple Casual Dining,"4,9",1.482,,", , , , , , , , , "
VASI ApS,"Kraghave, 2630 Taastrup",,,,,
AKIBA SUSHI,"Rolighedsvej 10, 1958 Frederiksberg C",Akiba Sushi & Wok,"3,6",263,300-400 kr a persona,", , , , , "
Zoda Restauration ApS,"Præstefælledvej 29, 2770 Kastrup",,,,,
KR ApS,"Hvidager 1, 2620 Albertslund",,,,,
Cafe 8tallet,"Richard Mortensens Vej 81A, 2300 København S",,,,,
Spis,"Læderstræde 17, 1201 København K",SPIS,"4,5",476,100-200 kr a persona,", , , , , , , , , "
Atelier September Nordhavnen ApS,"Store Strandstræde 19, 4. th, 1255 København K",,,,,
Egretta ApS,"Vestre Teglgade 26, 2. tv, 2450 København SV",,,,,
Kongedybet Lunch & Brunch ApS,"Islevhusvej 93, 2700 Brønshøj",Kongedybet,"4,1",603,200-300 kr a persona,", , , , , , , , , "
C. Bagel,"Falkoner Alle 86, st. th, 2000 Frederiksberg",,,,,
MoSo Tutten,"Idrætsvej 5, 3060 Espergærde",,,,,
EHC Frandsen ApS,"Grønnegade 1, 2970 Hørsholm",,,,,
Grip & Co ApS,"Studiestræde 16, kl., 1455 København K",,,,,
Itacho Charlottenlund ApS,"Ordrupvej 94, 2920 Charlottenlund",Itacho Sushi Thai og Kinesisk Take away,"4,0",138,100-200 kr a persona,", "
Fiasco,"Borgergade 134, st. 2, 1300 København K",Fiasco,"4,9",12,,
Butter Chicken,"Frederikssundsvej 147, st. 1, 2700 Brønshøj",,,,,
Tejn Havneforening,"Vestkajen 3, 3770 Allinge",,,,,
IMEXDJ ApS,"Violinvej 28, 2730 Herlev",,,,,
Herløv Kro & Hotel A/S,"Herlev Torv 9 - 11, 2730 Herlev",,,,,
Juul Foods Lyngby,"Jernbanepladsen 37, 2800 Kongens Lyngby",,,,,
Cyprus Fisketorv,"Kalvebod Brygge 59, 2., 1560 København V",Restaurant Cyprus,"3,6",821,,", , , , , , , , , "
TH-INVEST 1 ApS,"Åboulevard 11C, 1635 København V",,,,,
Turesen V/Mikkel Thorup,"Turesensgade 6, st. th, 1368 København K",Turesensgade,,,,
BUSSTOP ApS TELT 45,"Østerbrogade 79, 2100 København Ø",,,,,
LONG TANG ApS,"Dyrehavsbakken 1, 2930 Klampenborg",,,,,
Gasoline Grill ApS,"Landemærket 5, 1., 1119 København K",,,,,
Restaurant og Café Nielsen ApS,"Nybovej 1, 2605 Brøndby",Restaurant og Café Nielsen,"3,9",210,,
Ilæ Burger,"Dyrehavsbakken 90, 2930 Klampenborg",ILÆ Burger,"4,0",383,,", , , "
Restaurant Palægade ApS,"Palægade 8, st. th, 1261 København K",Restaurant Palægade,"4,6",1.137,,", , , , , , , , , "
KRAM Spiseri ApS,"Karlsgavevej 28, 3300 Frederiksværk",,,,,
Impronta Denmark ApS,"Smedeholm 13C, st., 2730 Herlev",Impronta,"4,7",58,,", , , , "
Sommer 2016 ApS,"Havnegade 19, 3770 Allinge",,,,,
LOPPEN V/MUSIKFORENINGEN LOPPEN,"Sydområdet 4B, 1., 1440 København K",,,,,
Dragør is,"Strandlinien 15, 2791 Dragør",,,,,
SCHMIDT'S MENU,"Sydhavnsvej 1A, 3390 Hundested",,,,,
Tiggermunken ApS,"Hovedgaden 38, 3220 Tisvildeleje",Tisvilde Bio Bistro,"3,5",214,,
Nano Sushi,"Nærum Hovedgade 87, st., 2850 Nærum",Nano Sushi,"4,7",30,200-300 kr a persona,
Europa 1989,"Læderstræde 14, 1201 København K",,,,,
Sushi restaurant,"Dyrehavsbakken 207, 2930 Klampenborg",,,,,
Fenomeno Cafe & Bar,"Ishøj Østergade 43, 1., 2635 Ishøj",Fenomeno (Ishøj),"3,2",5,100-200 kr a persona,
Sachi Sushi Gilleleje ApS,"Fredericiavej 41B, 3000 Helsingør",Sachi Sushi,"4,3",231,200-300 kr a persona,", "
Siesta Glostrup ApS,"Askebo 17, 2620 Albertslund",,,,,
Restaurant Vedbæk Havn ApS,"Vedbæk Strandvej 356A, 2950 Vedbæk",Restaurant Thorvald,"4,5",2,,
NewJapan 2.0,"Hadsundvej 11, 2610 Rødovre",,,,,
Tivoli A/S - Centralkøkkenet,"Vesterbrogade 3, 1620 København V",Giardini di Tivoli,"4,5",83.347,,", , , , , , , , , , , , , "
Mc Joys,"Nyhavn 47, kl., 1051 København K",McJoy's Choice,"4,0",821,,", , , , , , , , , "
STRANDGADE 98 ApS,"Strandgade 98, 1401 København K",LaLaLa,"4,3",442,,", , , , , , , , , "
Cafe Dalle Valle og Cyprus,"Taastrup Torv 14, 2630 Taastrup",,,,,
AB ANNO 1772 ApS,"Solbakkevej 47, 2820 Gentofte",,,,,
TEPPAN HOUSE ApS,"Dirch Passers Allé 25, st., 2000 Frederiksberg",Teppan House,"4,0",575,200-300 kr a persona,", , , , , , "
STREET FOOD SUPPLIES ApS,"Refshalevej 167A, 1., 1432 København K",,,,,
WILDER P/S,"Dag Hammarskjölds Allé 38, 2100 København Ø",Cafe Wilder,"4,5",979,,", , , , , , , , , "
Selskabet af 28/11/2023 ApS,"Kalvebod Brygge 32, 1560 København V",,,,,
Sølvgade 50 ApS,"Høkerboderne 12, 1712 København V",,,,,
Fraøverstehylde ApS,"Strandjægervej 40, 1., 2791 Dragør",,,,,
Dodos ApS,"Wilkensvej 16B, st. th, 2000 Frederiksberg",,,,,
Tasty Take Away,"Mørkhøjvej 131, 2860 Søborg",Tasty Take Away,"3,6",33,,
OLIOLI - Ny Østergade,"Ny Østergade 28, 1101 København K",,,,,
Favori Kebab,"Hareskovvej 5, st. th, 2700 Brønshøj",Favori Kebab & Burgerbar,"3,9",31,1-100 kr a persona,
Hos Vivi ApS,"Falkenborgvej 10, 2. tv, 3600 Frederikssund",Hos Vivi cafe og smageri,"4,4",152,100-200 kr a persona,
Cafe Vitus ApS,"Strandvejen 71C, 3070 Snekkersten",Cafe Vitus,"4,3",331,100-200 kr a persona,", , "
Koreansk B.B.Q. ApS,"Dirch Passers Allé 17A, st., 2000 Frederiksberg",Seoul Korean B.B.Q - Frederiksberg,"4,3",718,300-400 kr a persona,", , , , , , , , , "
proud sushi,"Bogholder Allé 65, 2720 Vanløse",proud sushi & 龙门亚超,"4,8",16,,
Little House Restaurant ApS,"Viborggade 70B, st., 2100 København Ø",little house Østerbro,"4,3",52,,", , , , , , , , , "
Norrlyst Deli & Butik ApS,"Badstuestræde 6A, st., 1209 København K",,,,,
Gasoline HPNS ApS,"Strandvejen 201, 2900 Hellerup",,,,,
Restaurationsanpartsselskabet 306,"Ermelundsvej 88, 2820 Gentofte",,,,,
Zafraan Indisk Cusine & take away ApS,"Brorsonsvej 26, 2630 Taastrup",,,,,
Grønnegade,"Grønnegade 33, 1107 København K",Grønnegade 33,,,,
Mexihagen ApS,"Skalbjergvej 4, 2770 Kastrup",,,,,
kiin kiin valby,"Toftegårds Allé 6, 5., 2500 Valby",Kiin Kiin to go,"4,0",48,100-200 kr a persona,", , , "
Kiin Kiin Østerbro,"Dampfærgevej 7, 2100 København Ø",Kiin Kiin To Go,"3,7",85,100-200 kr a persona,", , , , , "
OM: cafe ApS,"Mathildevej 22A, st., 2000 Frederiksberg",,,,,
Pakhuset A/S,"Jægersborg Alle 1A, 2920 Charlottenlund",,,,,
Restaurant YoYo,"Høje Taastrup Boulevard 27, 2630 Taastrup",Restaurant YoYo,"3,8",447,200-300 kr a persona,", , , "
Woolstock,"Jagtvej 183, 2100 København Ø",Woolstock,"4,6",168,,", , , , , , , , "
Spisehuset ApS,"Magstræde 12, 1., 1204 København K",Spisehuset,"4,3",37,,", , , , , , , "
Achimou Group ApS,"Vesterbrogade 125, 2. tv, 1620 København V",,,,,
Osteria Nana,"Store Kongensgade 70, st., 1264 København K",Osteria Nana,"4,6",69,,", , , , "
Annam ApS,"Store Kongensgade 18, st., 1264 København K",,,,,
mormor's smørrebrød,"Sønderlundvej 21, 3. tv, 2730 Herlev",,,,,
Restaurant Glassalen ApS,"Vesterbrogade 182, 1800 Frederiksberg C",formel B,"4,5",553,Più di 1000 kr a persona,", , , , , , , , , "
Maui Prep Lunch club,"Telefonvej 6, 2860 Søborg",,,,,
30301180 ApS,"Baldersvej 2, 3700 Rønne",,,,,
Pizza Hjørnet ApS,"Gildbrovej 15, 1. th, 2635 Ishøj",,,,,
MAMA INDIA.DK ApS,"Frederikssundsvej 147, 2700 Brønshøj",Mama India,"3,7",66,,
BEVI BEVI ApS,"Oehlenschlægersgade 53, st. th, 1663 København V",,,,,
restaurant Cassiopeia,"Gammel Kongevej 10, 1610 København V",Restaurant Cassiopeia,"4,1",167,,", , , , "
Co-ma Catering ApS,"Askhøj 4, 2850 Nærum",,,,,
SLURP FOOD SOLUTIONS ApS,"Nansensgade 90, st., 1366 København K",Slurp Ramen,"4,4",2.267,200-300 kr a persona,", , , , , , , , "
IL BUCO ApS,"Njalsgade 19C, 2300 København S",Il Buco,"4,3",917,,", , , , , , , , , "
Gourmet & Gourmand,"Bakkevej 4, 3500 Værløse",Gourmet & Gourmand,,,,
TIKKA MASALA ApS,"Kattesundet 8, 1458 København K",,,,,
Thai Rice,"Bellevuevej 17, 2930 Klampenborg",Thai Rice - Thai Take Away og Spisested,"3,8",39,,
QUAN GAO ApS,"Flaskegade 5, 2. 2, 1799 København V",,,,,
Sild og snaps ApS,"Langelinie Allé 17, 2100 København Ø",Told & Snaps,"4,5",794,,", , , , , , , , , "
Maroosh ApS,"Nørrebrogade 54A, st., 2200 København N",Maroosh,"3,5",74,1-100 kr a persona,
Bistro 19,"Bøtterupvej 2B, 3100 Hornbæk",,,,,
Rebel Kitchen Bröns ApS,"Frederikssundsvej 140A, 2700 Brønshøj",Pico Pizza Brønshøj,"4,7",33,200-300 kr a persona,
VACA Hellerup,"Strandvejen 112, 2900 Hellerup",VACA,"3,2",70,100-200 kr a persona,", , , "
Nachos Restaurant,"Arne Jacobsens Allé 12, 2300 København S","Nachos Restaurant, Fields","2,8",500,,", , , , , , , , , "
Madverden ApS,"Vestre Stationsvej 16, 2960 Rungsted Kyst",,,,,
Willy's Market,"Willy Brandts Vej 17, st., 2450 København SV",Willy’s Market,"3,7",12,,
Aegean ApS,"Gentoftegade 110, kl., 2820 Gentofte",,,,,
