Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags,price_level_mapped,price_level_missing,rating_missing,reviews_missing
PHENIX 2 ApS,"Frederikssundsvej 136, 2700 Brønshøj",Cafe Phønix,3.5,523.0,,", , , , , , , , ",2.0,True,True,False
2i5,"Sundevedsgade 5, st. th, 1751 København V",,3.5,5.0,,,2.0,True,True,True
FOKUS 2008 ApS,"Havnegade 19, 3770 Allinge",,3.5,5.0,,,2.0,True,True,True
NICVID ApS,"Østerbrogade 150, 1. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
THAI LANNA ApS,"Høyrups Alle 2, 1. tv, 2900 Hellerup",Thai Lanna,3.5,110.0,,", , ",2.0,True,True,False
ASADOR ApS,"Overgaden Neden Vandet 17, 1414 København K",Asador Restaurant,3.5,861.0,,", , , , , , , , , ",2.0,True,True,False
Restaurant Frimands Quateer,"Gråbrødretorv 12, 1154 København K",,3.5,5.0,,,2.0,True,True,True
CPH Catering v/Per Ernst Dyhrehegn,"Strandboulevarden 109, st. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Yves at Park Lane,"Strandvejen 203, st., 2900 Hellerup",Yves at Park Lane,3.5,28.0,,,2.0,True,True,False
Don´s Deli ApS,"Pilestræde 63, st., 1112 København K",,3.5,5.0,,,2.0,True,True,True
"Julian Administration, Toldboden A/S","Refshalevej 167A, 1., 1432 København K",,3.5,5.0,,,2.0,True,True,True
Green Mango Lyngby,"Jernbanevej 10, kl., 2800 Kongens Lyngby",Green Mango Lyngby,3.5,48.0,,,2.0,True,True,False
Wilder Komplementar A/S,"Wildersgade 56, 1408 København K",,3.5,5.0,,,2.0,True,True,True
Divina / Artistico,"Strandvejen 159A, st., 3060 Espergærde",DIVINA BLK,3.5,2.08,,", , , , , , , , , ",2.0,True,True,False
Cafe Tel Aviv V/ Preben jensen,"Krystalgade 12, 1172 København K",,3.5,5.0,,,2.0,True,True,True
Renelite ApS,"Høje Taastrup, 2630 Taastrup",,3.5,5.0,,,2.0,True,True,True
Kirkebjerg Selskabslokaler V/Hanne Ejstrud Jensen,"Park Allé 282, 2605 Brøndby",,3.5,5.0,,,2.0,True,True,True
Sponsored by coffee ApS,"Vesterbrogade 108, 1620 København V",,3.5,5.0,,,2.0,True,True,True
Bybjerggaard v/Jan Frandsen,"Sundbylille, 3600 Frederikssund",Bybjerggård,3.5,564.0,,,2.0,True,True,False
AMERICAN RESTAURANT A/S,"Havneholmen 3, 1561 København V",,3.5,5.0,,,2.0,True,True,True
VICH 6013 ApS,"Birkehaven 403, 2980 Kokkedal",,3.5,5.0,,,2.0,True,True,True
GILLELEJE SØ OG HAVBAD ApS,"Hulsøvej 15, 3250 Gilleleje",Gilleleje Badehotel,3.5,375.0,,,2.0,True,True,False
Assiette,"Lybækgade 2, 4. tv, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Valby Idrætspark Restaurationen v/Gert Godthjælpsen,"Julius Andersens Vej 1, 2450 København SV",Valby Idrætspark Restaurationen v/Gert Godthjælpsen,3.5,5.0,,,2.0,True,True,True
CPH DESIGN A/S,"Ryvangs Allé 18, 1., 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
M.C. Carlo E.H. ApS,"Nyhavn 71, 1051 København K",,3.5,5.0,,,2.0,True,True,True
C. DAHL ApS,"Dyrehavsbakken 41, 2930 Klampenborg",,3.5,5.0,,,2.0,True,True,True
Pizza Hut Rødovre,"Robert Jacobsens Vej 1A, st., 2300 København S",Pizza Hut,3.5,5.0,,,2.0,True,True,False
La Rotonda ApS,"Sankt Kjelds Plads 3, 2100 København Ø",Restaurant La Rotonda,3.5,35.0,,", , ",2.0,True,True,False
Street Food Hillerød ApS,"Slangerupgade 6, st. mf, 3400 Hillerød",Street Food Hillerød,3.5,5.0,,,2.0,True,True,True
Lillerødhallernes Cafeteria ApS,"Banevang 7, 3450 Allerød",,3.5,5.0,,,2.0,True,True,True
Gorms Pizza Tivoli Food Hall,"Bernstorffsgade 3, 1577 København V",Gorms,3.5,195.0,,", , , , , , , , , ",2.0,True,True,False
Magstræde 16,"Magstræde 16, 1204 København K",Gorm's in Magstræde,3.5,869.0,,", , , , , , , , , ",2.0,True,True,False
Portofino ApS,"Frederiksborgvej 17, 3200 Helsinge",Portofino,3.5,165.0,100-200 kr a persona,,1.0,False,True,False
Cafe Tommy,"Godthåbsvej 54, st. 1, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
WY ApS (Nozomi Sushi),"Martha Christensens Vej 26, 2300 København S",Nozomi,3.5,171.0,,", , , , , , , , , ",2.0,True,True,False
SJK Kebab ApS,"Carl Jacobsens Vej 1, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
ELV Kebab ApS,"Nørrebrogade 225, st., 2200 København N",,3.5,5.0,,,2.0,True,True,True
O'SNACKS A/S,"Nørrebrogade 98, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Restaurant Søllerød ApS,"Brillerne 9, 2840 Holte",,3.5,5.0,,,2.0,True,True,True
Købmagergade,"Købmagergade 58, 1150 København K",Købmagergade 58,3.5,5.0,,,2.0,True,True,True
Fælledvej,"Fælledvej 15, 2200 København N",Fælledvej 15,3.5,5.0,,,2.0,True,True,True
Shabistan Restaurant,"Kongensgade 4, 3550 Slangerup",Shabistan,3.5,8.0,,,2.0,True,True,False
CEH ApS,"Dyrehavsbakken 41, 2930 Klampenborg",,3.5,5.0,,,2.0,True,True,True
Bakkens Grill & Bøfhus,"Dyrehavsbakken 37, 2930 Klampenborg",Bakkens grill og bøfhus,3.5,431.0,,,2.0,True,True,False
Royal Indian Cuisine,"Øresundsvej 48, st., 2300 København S",,3.5,5.0,,,2.0,True,True,True
Real Greek ApS,"Margretheholmsvej 42, 4. th, 1432 København K",,3.5,5.0,,,2.0,True,True,True
Cafe Spiseriet,"Attemosevej 170, 2840 Holte",Spiseriet49 - Lyngby,3.5,60.0,200-300 kr a persona,", ",2.0,False,True,False
Giin Dee,"Vesterkøb 5, 2640 Hedehusene",Giin Dee,3.5,127.0,100-200 kr a persona,,1.0,False,True,False
FALAFEL-HOUSE ApS,"Hædersdalvej 65, 2650 Hvidovre",Shawarma House Holding ApS,3.5,4.0,,,2.0,True,True,False
ZHONG HUA ApS,"Østergade 10, 3600 Frederikssund",Zhong Hua Aps,3.5,5.0,,,2.0,True,True,True
Gastronomia v/Giovanni Fico,"Toftebæksvej 45B, 2800 Kgs.Lyngby",,3.5,5.0,,,2.0,True,True,True
The Captain v/Önder Demirbas,"Rungsted Havn 30, 2960 Rungsted Kyst",,3.5,5.0,,,2.0,True,True,True
Ristorante Buono ApS,"Ved Rådhuset 21, 1. th, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
GREASY SPOON ApS,"Studiestræde 16A, st., 1455 København K",,3.5,5.0,,,2.0,True,True,True
Chilli num num,"Møllehøjen 10, 3630 Jægerspris",Chilli num num,3.5,2.0,,,2.0,True,True,False
Tumbuh Food Trade ApS,"Børge Olsens Plads 18, 2610 Rødovre",SAYANG - Indonesisk Cuisine,3.5,12.0,100-200 kr a persona,,1.0,False,True,False
OHMYGOSH! ApS,"Fredensgade 13, 2200 København N",Oh My Gosh!,3.5,5.0,,,2.0,True,True,True
Restaurationsselskabet af 8. april 2025 ApS,"Koldinggade 26, kl., 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Solsidan ApS,"Øresundsvej 158, 2300 København S",,3.5,5.0,,,2.0,True,True,True
La Calle ApS,"Flæsketorvet 68, 1., 1711 København V",,3.5,5.0,,,2.0,True,True,True
FORPAGTERIET ApS,"Damgårdsvej 23, 3460 Birkerød",,3.5,5.0,,,2.0,True,True,True
BSC Drift ApS,"Bag Elefanterne 20, 1799 København V",Bryggerens Spisekammer,3.5,626.0,,", , , , , , , , , ",2.0,True,True,False
TAY ApS,"Havneholmen 3, 1561 København V",,3.5,5.0,,,2.0,True,True,True
"Aleni Food & Beverage, Hospitality ApS","Göteborg Plads 10, 2150 Nordhavn",,3.5,5.0,,,2.0,True,True,True
Aisha ApS,"Islands Brygge 7, 2300 København S",,3.5,5.0,,,2.0,True,True,True
NIELS RANDRUP JUHL APS,"Stuebjerggårdsvej 2B, 3220 Tisvildeleje",,3.5,5.0,,,2.0,True,True,True
Cafe Havkatten ApS,"Brøndby Havnevej 24, 2650 Hvidovre",Havkatten,3.5,123.0,1-100 kr a persona,,1.0,False,True,False
M.H. GROUP ApS,"halmtorvet 5, st. th, 1700 København V",,3.5,5.0,,,2.0,True,True,True
BUKA ApS,"Store Kongensgade 18, st., 1264 København K",BUKA,3.5,1.492,,", , , , , , , , , ",2.0,True,True,False
Keller & Hugel ApS,"Ryesgade 25, 2200 København N",,3.5,5.0,,,2.0,True,True,True
TUK Thai Take Away ApS,"Stjernegade 20A, 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Salekildens Kaffe & Kage,"Salekildevej 16, 3200 Helsinge",Salekildens Kaffe & Kage,3.5,100.0,1-100 kr a persona,,1.0,False,True,False
Bar kaffe ApS,"Blovstrød Alle 2, 3450 Allerød",,3.5,5.0,,,2.0,True,True,True
Curry Lounge ApS,"Vangedevej 129B, 2820 Gentofte",,3.5,5.0,,,2.0,True,True,True
Cafe A,"Ishøj Østergade 43, 1., 2635 Ishøj",,3.5,5.0,,,2.0,True,True,True
Fusion Monkey ApS,"Falkoner Alle 102, 2000 Frederiksberg",Fusion Monkey,3.5,126.0,200-300 kr a persona,", , , , ",2.0,False,True,False
"La Cabra, MVP Frederiksberg","Marguerite Vibys Plads 1, 2000 Frederiksberg",La Cabra Roastery,3.5,38.0,,", , , ",2.0,True,True,False
Hungry Dane Gt8,"Gammeltorv 8, st. th, 1457 København K",,3.5,5.0,,,2.0,True,True,True
Park Café,"Østerbrogade 79, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Food 2 Come I/S v/Finn Hurtigkarl & Tomas Paul Jacoby,"Sct Anna Gade 48, 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Royal bagel damhus,"Damhustorvet 3, 2610 Rødovre",Royal Bagel,3.5,141.0,1-100 kr a persona,,1.0,False,True,False
Højby Kro og Hotel v/Jan Lindy Kristensen,"Øster Voldgade 28, st. 2, 1350 København K",Højby Kro,3.5,610.0,,,2.0,True,True,False
Bagel 'N Blend ApS,"Hedeparken 9B, 2750 Ballerup",Bagel 'N Blend,3.5,2.0,,,2.0,True,True,False
Punjabi Indian I/S,"Strandboulevarden 168, st. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Columbia Chicken & Burger ApS,"Amagerbrogade 171, st. tv, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Darbaar ApS,"Kastruplundgade 27, 2770 Kastrup",Darbaar,3.5,87.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Ristorante Bella Italia ApS,"Gladsaxe Møllevej 21, 2860 Søborg",Ristorante Bella Italia ApS,3.5,5.0,,,2.0,True,True,True
Torvecafe v/Dundar Ciftci,"Hvidovre Torv 11, 2650 Hvidovre",Torvecaféen,3.5,797.0,100-200 kr a persona,", , ",1.0,False,True,False
Beviamo Winebar ApS,"Nordre Frihavnsgade 58, 2100 København Ø",Beviamo,3.5,274.0,400-500 kr a persona,", , , , , , , , , ",3.0,False,True,False
Bistro FSK ApS,"Vodroffsvej 55, 1900 Frederiksberg C",Cabinn,3.5,1.843,,,2.0,True,True,False
Evoo,"Staldgade 10, 1699 København V",,3.5,5.0,,,2.0,True,True,True
RNS ApS,"Gammel Jernbanevej 31, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
RNS ApS,"Søndre Fasanvej 70, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Driftselskabet JK AF 1.11.2012 ApS,"Store Kongensgade 62B, st. tv, 1264 København K",,3.5,5.0,,,2.0,True,True,True
I'm a ApS,"Høkerboderne 12, 1712 København V",I'm A Kombo ApS,3.5,3.0,,,2.0,True,True,False
SEA by Kiin Kiin,"Nyhavn 71, 1051 København K",Sea by Kiin Kiin,3.5,171.0,,", , , , , , , , , ",2.0,True,True,False
Skänk Roskilde ApS,"Rådmand Steins Alle 21, 4. th, 2000 Frederiksberg","Skänk øl, vin & madbar Frederiksberg",3.5,81.0,200-300 kr a persona,", , ",2.0,False,True,False
Jonas Sander ApS,"Dybbølsgade 26, st. tv, 1721 København V",,3.5,5.0,,,2.0,True,True,True
Spisehus Ewaldsgaarden v/Jeff Hjetting,"Johannes Ewalds Vej 5A, 3100 Hornbæk",Ewaldsgaarden,3.5,119.0,,,2.0,True,True,False
Støvlen,"Jyllingevej 58, st., 2720 Vanløse",Støvlen Byens Bar,3.5,159.0,100-200 kr a persona,,1.0,False,True,False
Pension Slaegtsgaarden,"Østergade 3, 3770 Allinge",Hotel Slægtsgården,3.5,167.0,,,2.0,True,True,False
Crone & Knudstrup ApS,"Gadevang, 3400 Hillerød",Crone & Co.,3.5,5.0,,,2.0,True,True,True
aroii,"Thorvaldsensvej 2, 1871 Frederiksberg C",Aroii Thai Take Away,3.5,101.0,,", , ",2.0,True,True,False
Tikka's,"Falkenbergvej 18, 3140 Ålsgårde",Tikkas café og take away,3.5,5.0,,,2.0,True,True,True
La Baracca Tivoli ApS,"Strandlodsvej 11K, 3. tv, 2300 København S",La Baracca Tivoli - Food Hall,3.5,376.0,,", , , , , , , , , ",2.0,True,True,False
Görkem Restaurant ApS,"Naverland 4, 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
Cafe Jyllinge ApS,"Udlejre, 3650 Ølstykke",Cafe Jyllinge ApS,3.5,3.0,,,2.0,True,True,False
Jellyfish Elsinore ApS,"Brostræde 2B, 1., 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Il Biancone Osteria Fiorentina ApS,"Amager Strandvej 80E, 3. th, 2300 København S",,3.5,5.0,,,2.0,True,True,True
HokkaidoCPH ApS,"Valby Langgade 90, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
Is cafeen i Svaneke,"Havnebryggen 7B, 3740 Svaneke",,3.5,5.0,,,2.0,True,True,True
Hafla Burger CPH ApS,"Langelinie Allé 17, 2100 København Ø",Hafla Burger,3.5,16.0,100-200 kr a persona,,1.0,False,True,False
B & G PETERSEN ApS,"Johannes V. Jensens Alle 44, 4. tv, 2000 Frederiksberg",B & G Petersen ApS,3.5,5.0,,,2.0,True,True,True
Kingo Grill Og Pizzeria,"Taastrup Hovedgade 130, 2630 Taastrup",Kingo Grill & Pizza,3.5,153.0,1-100 kr a persona,,1.0,False,True,False
Cafe Svanen Vallensbæk ApS,"Golfsvinget 16, 2625 Vallensbæk",Café Svanen Vallensbæk,3.5,35.0,100-200 kr a persona,,1.0,False,True,False
Le Port,"Vang, 3790 Hasle",Le Port i Vang på Bornholm,3.5,428.0,,", , , , , , , , , ",2.0,True,True,False
Restaurant Ryesgade,"Ryesgade 3, st., 2200 København N",,3.5,5.0,,,2.0,True,True,True
Krabbesøstre I/S,"Siamvej 18, st., 2300 København S",Krabbe,3.5,5.0,,,2.0,True,True,True
Firma Harmanci,"Kronens Kvt 5A, 2620 Albertslund",,3.5,5.0,,,2.0,True,True,True
AnnesSmørrebrød ApS,"Stationsparken 26, 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
Sheng Yi Jia ApS,"Hesselvigvej 2, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Stjernernes Favorit Køkken v/Zinaida Kamal Eldin,"Århusgade 87, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
BØF OG OST,"Gråbrødretorv 13, 1154 København K",Bøf & Ost,3.5,330.0,600-700 kr a persona,", , , , , , , , , ",4.0,False,True,False
A.A ApS,"Falkoner Alle 86, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
India Vanløse ApS,"Jyllingevej 2, 2720 Vanløse",India,3.5,256.0,,", , , , , , , , , ",2.0,True,True,False
"Gæstgivergården, bar","Nørregade 7, 3770 Allinge",Gæstgiveren ApS,3.5,365.0,,,2.0,True,True,False
Lets Sail Away ApS,"Havnegade 31, 1058 København K",,3.5,5.0,,,2.0,True,True,True
Sides Reffen,"Refshalevej 167A, 1432 København K",,3.5,5.0,,,2.0,True,True,True
Noro ApS,"Klerkegade 25E, 4., 1308 København K",,3.5,5.0,,,2.0,True,True,True
Cafeen,"Tuborg Havnevej 7, 2900 Hellerup",Experimentarium's Café af 2011 ApS,3.5,5.0,,,2.0,True,True,True
Harbour Grill,"Store Strandstræde 2, 1255 København K",Harbour Grill,3.5,105.0,,", , , , , , , , , ",2.0,True,True,False
The Storm Inn,"Stormgade 20, st., 1555 København V",The Storm Inn Copenhagen,3.5,352.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Genki Sushi & Wok,"Smallegade 20, 2000 Frederiksberg",Genki Sushi & Wok,3.5,225.0,,", , , , , , ",2.0,True,True,False
Meille,"Sankt Peders Stræde 24A, 1453 København K",Meille,3.5,612.0,,", , , , , , , , , ",2.0,True,True,False
AFV15-2023 ApS,"Halmtorvet 15, 1700 København V",,3.5,5.0,,,2.0,True,True,True
Cafiola ApS,"Fiolstræde 26, st. th, 1171 København K",Cafiola,3.5,33.0,,,2.0,True,True,False
Kebabsen Takeaway ApS,"Fabriksvej 4A, 3000 Helsingør",Kebabsen Takeaway,3.5,27.0,,,2.0,True,True,False
On Thai Takeaway ApS,"Buddinge Hovedgade 268, 2880 Bagsværd",,3.5,5.0,,,2.0,True,True,True
Athos ApS,"Gentoftegade 110, kl., 2820 Gentofte",,3.5,5.0,,,2.0,True,True,True
Ålsgårde Café / Sandwich,"Ålsgårdecentret 11, 3140 Ålsgårde",,3.5,5.0,,,2.0,True,True,True
MarvogBen,"Snaregade 4, 1205 København K",Marv & Ben,3.5,1.774,Più di 1000 kr a persona,", , , , , , , , , ",5.0,False,True,False
Konsulenten v/Jenny Olsen,"Åboulevard 11C, 1635 København V",,3.5,5.0,,,2.0,True,True,True
Jazz Cafeen Nexø,"Torvet 5, 3730 Nexø",Jazz Cafeen,3.5,20.0,,,2.0,True,True,False
Spiseriet v/Anne Holck,"Lyngby Hovedgade 49A, st., 2800 Kongens Lyngby",,3.5,5.0,,,2.0,True,True,True
lille bakery,"Refshalevej 213B, st., 1432 København K",Lille Bakery,3.5,1.007,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Gasoline DGH ApS,"Strandgade 95, 1401 København K",Gasoline Grill - Streetfood,3.5,1.002,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Café SMK ApS,"Store Strandstræde 19, 1255 København K",,3.5,5.0,,,2.0,True,True,True
Papa Ramen,"Skydebanegade 16, st. tv, 1709 København V",Papa Ramen,3.5,637.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Cafeteria SMK,"Sølvgade 48 - 50, 1307 København K",Kafeteria SMK,3.5,174.0,,", , , , , , , , , ",2.0,True,True,False
Ishuset,"Christianshavns Kanal 2, 1406 København K",,3.5,5.0,,,2.0,True,True,True
Shawarma Bakken ApS,"Egedalsvænge 37, 2. th, 2980 Kokkedal",,3.5,5.0,,,2.0,True,True,True
COCOLO,"Studiestræde 65, st., 1554 København V",Cocolo sushi & poke bar,3.5,7.0,,,2.0,True,True,False
Kanehøjgaard Restaurant & Café,"Køgevej 275, 2635 Ishøj",Kanehøjgaard Restaurant & Café,3.5,7.0,,,2.0,True,True,False
Southern Grill ApS,"Elbagade 37, st., 2300 København S",Southern Grill & bubble tea,3.5,236.0,100-200 kr a persona,", ",1.0,False,True,False
Hero´z ApS,"Tørringvej 17B, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
Mimama Aps,"Frederiksholms Kanal 18, kl., 1220 København K",,3.5,5.0,,,2.0,True,True,True
Cholon ApS,"Vingårdstræde 21, 1070 København K",Cholon,3.5,458.0,100-300 kr a persona,", , , , , , , , , ",2.0,False,True,False
Rosie Mcgee,"Vesterbrogade 2A, 1620 København V",Rosie McGee's,3.5,1.372,,", , , , , , , , , ",2.0,True,True,False
Piil & Co. ApS,"Sortemosevej 19, 3450 Allerød",NIRAS A/S,3.5,88.0,,,2.0,True,True,False
Bilbas 2 ApS,"Smørumnedre, 2765 Smørum",,3.5,5.0,,,2.0,True,True,True
Perssons Mat & Musik ApS,"H.C. Ørsteds Vej 11B, st. th, 1879 Frederiksberg C",,3.5,5.0,,,2.0,True,True,True
Nord Valby ApS,"Gammel Jernbanevej 31, 2500 Valby",Big Bowl Entertainment Centre,3.5,1.657,,", , , , , , , , , ",2.0,True,True,False
Ramen To Biiru Frederiksberg,"Bentzonsvej 23, st. th, 2000 Frederiksberg",Ramen to Bíiru Frederiksberg,3.5,354.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Nyhavns Restauranter ApS,"Gråbrødretorv 8, 1154 København K",,3.5,5.0,,,2.0,True,True,True
Jabby´s ApS,"Godthåbsvej 176A, 2. th, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
The Burger Concept Amager,"Amagerbrogade 145, 2300 København S",The burger concept,3.5,17.0,1-100 kr a persona,,1.0,False,True,False
Restaurant YoYo ApS,"Lodshaven 4, 3600 Frederikssund",,3.5,5.0,,,2.0,True,True,True
LXD ApS,"Mølcks Passage 5, 3450 Allerød",,3.5,5.0,,,2.0,True,True,True
CECA Foods Vordingborg ApS,"Rungsted Strandvej 201A, 2960 Rungsted Kyst",,3.5,5.0,,,2.0,True,True,True
Haitan ApS,"Peter Bangs Vej 107, st. 2, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Kagefryd Anno 2016 ApS,"Stengade 58A, st., 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
My Corner ApS,"Julius Bloms Gade 32, st. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Sheiks den lebanesiske køkken ApS,"Toftegårds Allé 6, st. th, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
Dallas Supper Club ApS,"Victor Borges Plads 8, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Restaurant Strandlund,"Strandlund 102, 2920 Charlottenlund",Restaurant Strandlund,3.5,11.0,,,2.0,True,True,False
Barabbino,"Strandgade 95, 1401 København K",,3.5,5.0,,,2.0,True,True,True
Le Petit ApS,"Slagtehusgade 46, 1715 København V",Spisehuset,3.5,67.0,,", , , , ",2.0,True,True,False
Hooked østerbro Olufsvej,"Olufsvej 2, 2100 København Ø",Fiskerestaurant Hooked Østerbro,3.5,124.0,100-200 kr a persona,", ",1.0,False,True,False
Gastro Del Mar,"Vesterbrogade 164, 1800 Frederiksberg C",Gastro Del Mar,3.5,15.0,100-200 kr a persona,,1.0,False,True,False
CHINESE CORNER ApS,"Ballerup-Centret 2, 1. 12, 2750 Ballerup",Restaurant Chinese Corner,3.5,176.0,100-200 kr a persona,,1.0,False,True,False
PALÆO FIELDS APS,"Ørestads Boulevard 102C, 2300 København S",Palæo,3.5,271.0,,", , , , , , , , , ",2.0,True,True,False
JSMU 2 ApS,"Sophus Falcks Alle 22, 2791 Dragør",,3.5,5.0,,,2.0,True,True,True
Restaurationsselskabet af 1. november 2016 K/S,"Rosenborggade 15, 1130 København K",,3.5,5.0,,,2.0,True,True,True
Cafe Høegs ApS,"Enghavevej 20A, 1674 København V",,3.5,5.0,,,2.0,True,True,True
Gorm ApS,"Njalsgade 21F, 2., 2300 København S",,3.5,5.0,,,2.0,True,True,True
Closed Loop ApS,"Store Mølle Vej 19, 2. th, 2300 København S",,3.5,5.0,,,2.0,True,True,True
NKK-HALLENS Cafeteria,"Niverødvej 40, 2990 Nivå",,3.5,5.0,,,2.0,True,True,True
Hoshi ApS,"Jernbanevej 14, st., 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
A. N. Perrino Courier Service,"Borgmester Jensens Allé 7, 5. tv, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Cafe Vedbæk Havn ApS,"Vedbæk Strandvej 356A, 2950 Vedbæk",,3.5,5.0,,,2.0,True,True,True
WaSai Asian Restaurant,"Lyngbyvej 146, st. tv, 2100 København Ø",Wasai Asian Restaurant,3.5,51.0,,", , ",2.0,True,True,False
TN DRIFT IVS,"Præstevænget 8, 3720 Aakirkeby",,3.5,5.0,,,2.0,True,True,True
Tratoria Italia 2021 ApS,"Fortvej 1, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
Jeff Tisvilde ApS,"Hovedgaden 78, 3220 Tisvildeleje",,3.5,5.0,,,2.0,True,True,True
JC Holding EST. 2019 ApS,"Vandtårnsvej 77, 2860 Søborg",,3.5,5.0,,,2.0,True,True,True
mam mam pandekager,"Gruset 7, 3740 Svaneke",Mam Mam Pandekager,3.5,32.0,,,2.0,True,True,False
Domino's Pizza Hvidovre,"Hvidovrevej 261B, 2650 Hvidovre",Domino's Pizza Hvidovre,3.5,250.0,,,2.0,True,True,False
Domino's Pizza Ballerup,"Banegårdspladsen 3, 2750 Ballerup",Domino's Pizza Ballerup,3.5,116.0,,,2.0,True,True,False
Domino's Pizza Kastrup,"Amager Landevej 52C, 2770 Kastrup",Domino's Pizza Kastrup,3.5,226.0,1-100 kr a persona,", ",1.0,False,True,False
Domino's Pizza Nørrebro,"Nørrebrogade 177, 2200 København N",Domino's Pizza Nørrebro,3.5,202.0,,", ",2.0,True,True,False
Domino's Pizza Lyngby,"Jernbanepladsen 61, 2800 Kongens Lyngby",Domino's Pizza,3.5,159.0,,,2.0,True,True,False
Domino's Pizza Amager,"Amagerbrogade 28, 2300 København S",Domino's Pizza Amager,3.5,227.0,,", , , , , , , , , ",2.0,True,True,False
Kiin Kiin Nordhavn,"Göteborg Plads 9, 2150 Nordhavn",,3.5,5.0,,,2.0,True,True,True
MAUI Amagerbrogade ApS,"Amagerbrogade 32, 2300 København S",Maui Poké Amagerbrogade,3.5,99.0,100-200 kr a persona,", , , ",1.0,False,True,False
Duvarci Holding ApS,"Taastrupgårdsvej 123, 2. tv, 2630 Taastrup",,3.5,5.0,,,2.0,True,True,True
The Turning Chicken,"Nørrebrogade 98, st., 2200 København N",The Turning Chicken,3.5,413.0,1-100 kr a persona,", , , , , , , , ",1.0,False,True,False
Aroy Dee Thai Take Away ApS,"Sigynsvej 9, 3700 Rønne",,3.5,5.0,,,2.0,True,True,True
Domino's Pizza Søborg,"Søborg Hovedgade 118A, 2860 Søborg",Domino's Pizza Søborg,3.5,152.0,,,2.0,True,True,False
Domino's Pizza Østerbro,"Østerbrogade 89, 2100 København Ø",Domino's Pizza Østerbro,3.5,159.0,,,2.0,True,True,False
Shawafel ApS,"Godthåbsvej 36, 1. th, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Lambrusco ApS,"Vedbækgade 13, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Restaurant Zahida ApS,"Frederiksberg Alle 102, 1820 Frederiksberg C",Zahida Restaurant,3.5,793.0,,", , , , , , , , , ",2.0,True,True,False
