Name,Address,P-nummer,Status,Company Type,Startdate,Enddate
La Serra ApS,"Nygårds Plads 2M, 2605 Brøndby",1027799996,Aktiv,P-enhed,07.12.2021,
Pølsen-Roskilde,"Gammel Roskildevej 3A, 3650 Ølstykke",1027667577,Aktiv,P-enhed,01.10.2021,
Diva Pizza & Brugerhouse,"Dalgas Boulevard 162, 2000 Frederiksberg",1027821258,Aktiv,P-enhed,16.12.2021,
Massimo Pizzaria ApS,"Amager Boulevard 134, st., 2300 København S",1027899524,Aktiv,P-enhed,10.01.2022,
SSP DK AFD. 231 La Place Express,"Banegårdspladsen 7, 1570 København V",1028243681,Aktiv,P-enhed,29.04.2022,
AMAGER BY NIGHT PIZZA APS,"Gullandsgade 16, 2300 København S",1020362711,Aktiv,P-enhed,20.04.2015,
Babas Pizza,"Frederiksgade 4, 3400 Hillerød",1020486593,Aktiv,P-enhed,15.06.2015,
Pizzeria Ciao Ciao,"Gammel Kongevej 51, st. th, 1610 København V",1020171916,Aktiv,P-enhed,01.03.2015,
CRAZY CHICKEN ApS,"Rosenvængets Allé 1, 2100 København Ø",1019142775,Aktiv,P-enhed,17.02.2014,
La morti ApS,"Hedeparken 9, 2750 Ballerup",1027143047,Aktiv,P-enhed,10.05.2021,
Star Midnight Kebab-Grill v/Mohammad Saidian,"Istedgade 101, 1650 København V",1027563712,Aktiv,P-enhed,22.09.2021,
Take And Eat,"Nørrebrogade 30, 3. th, 2200 København N",1027590787,Aktiv,P-enhed,10.08.2021,
Plaza Grill,"Nordre Frihavnsgade 14, st., 2100 København Ø",1028066291,Aktiv,P-enhed,08.03.2022,
Burger 161,"Kastrupvej 161, 2300 København S",1027860377,Aktiv,P-enhed,03.01.2022,
Farrukh ApS,"Smallegade 56, 2000 Frederiksberg",1027899095,Aktiv,P-enhed,10.01.2022,
Doneros Herlev,"Herlev Hovedgade 60, 2730 Herlev",1027196833,Aktiv,P-enhed,25.05.2021,
Azmiri Services,"Vodroffsvej 39, 1900 Frederiksberg C",1028778844,Aktiv,P-enhed,01.12.2022,
Kaya Sushi & Wok,"Nordre Fasanvej 158, st. tv, 2000 Frederiksberg",1028811256,Aktiv,P-enhed,06.12.2022,
Berlin Döner Kebab ApS,"Nørrebrogade 100, 2200 København N",1028247091,Aktiv,P-enhed,12.05.2022,
"SSP DK, AFD. 15, Service air","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028255914,Aktiv,P-enhed,29.04.2022,
CHIMICHURRI I/S,"Tømmerupvej 265, 2791 Dragør",1028340644,Aktiv,P-enhed,14.06.2022,
Det Griser Food Joint,"Sverigesvej 9, 3770 Allinge",1028361374,Aktiv,P-enhed,01.01.2022,
Tit-Ind Grill,"Østerbrogade 158, 2100 København Ø",1028929850,Aktiv,P-enhed,13.01.2023,
"SSP DK, AFD. 104, Beverage Manager","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257747,Aktiv,P-enhed,29.04.2022,
Måløvhus Pizza,"Måløv Hovedgade 58, 2760 Måløv",1028475795,Aktiv,P-enhed,01.07.2022,
Durum Bar Øst,"Østerbrogade 90, 2100 København Ø",1022009784,Aktiv,P-enhed,12.12.2016,
M&M paradis,"Jernbane Allé 45A, 2720 Vanløse",1030214257,Aktiv,P-enhed,01.04.2024,
FKM ApS,"Frejasvej 32, 3400 Hillerød",1029620241,Aktiv,P-enhed,08.09.2023,
Valby Pizza & Shawarma Hus,"Toftegårds Allé 31, st. 2, 2500 Valby",1029861281,Aktiv,P-enhed,12.12.2023,
Olenka,"Skansevej 29, st. th, 3400 Hillerød",1029894112,Aktiv,P-enhed,05.12.2023,
Romana Pizza,"Gammel Hareskovvej 311A, 3500 Værløse",1029893361,Aktiv,P-enhed,05.12.2023,
BW Street Food ApS,"Maglebjergvej 6, 2800 Kongens Lyngby",1030155269,Aktiv,P-enhed,04.03.2024,
Panda Take Away,"Vestervang 8A, st. th, 2500 Valby",1030231895,Aktiv,P-enhed,03.04.2024,
chang Noi,"Spættevænget 2, 2791 Dragør",1029296258,Aktiv,P-enhed,12.04.2023,
Burganic,"Snogegårdsvej 97, 2820 Gentofte",1029336497,Aktiv,P-enhed,01.06.2023,
Pizza Deli Rønne,"Store Torv 5, st. 1, 3700 Rønne",1029945876,Aktiv,P-enhed,01.01.2024,
La Sosta Pizza 2018 I/S,"Carlshøjvej 49, 2800 Kgs. Lyngby",1023705474,Aktiv,P-enhed,15.06.2018,
TSMC2-Invest ApS,"Torfavej 4, 2300 København S",1022992380,Aktiv,P-enhed,01.11.2017,
Roma Pizzaria & Grillhouse,"Hovedgaden 9, 3320 Skævinge",1024187604,Aktiv,P-enhed,03.12.2018,
YCH af 2019,"Enghave Plads 9, 1670 København V",1024602261,Aktiv,P-enhed,01.04.2019,
SPICE BOAT ApS,"Rymarksvej 93, 1. tv, 2900 Hellerup",1023910752,Aktiv,P-enhed,28.08.2018,
Stenovnen pizza,"Mads Holms Vej 39, 3000 Helsingør",1024304570,Aktiv,P-enhed,01.01.2019,
Pizza d italia,"Engløbet 8, 3. th, 2730 Herlev",1025539326,Aktiv,P-enhed,04.02.2020,
Emil,"Kavalergården 1, 2920 Charlottenlund",1026242254,Aktiv,P-enhed,01.01.2021,
Philly's Amagerbrogade ApS,"Kirstinehøj 34, 2770 Kastrup",1026444817,Aktiv,P-enhed,01.11.2020,
Fiammi,"Knabrostræde 8B, 1210 København K",1026686349,Aktiv,P-enhed,15.01.2021,
Fat Boy Burger ApS,"Hadsundvej 11, 2610 Rødovre",1026836405,Aktiv,P-enhed,22.02.2021,
Amangal ApS,"Dea Trier Mørchs Vej 7, st. mf, 2300 København S",1026884809,Aktiv,P-enhed,26.02.2021,
Mamas Kebab & Pizza,"Frederikssundsvej 17, 2400 København NV",1030301168,Aktiv,P-enhed,01.04.2024,
VACA Frederiksberg,"H.C. Ørsteds Vej 37B, 1879 Frederiksberg C",1030766365,Aktiv,P-enhed,21.10.2024,
Rosi's,"Nordfrontvej 48, 1. th, 2860 Søborg",1025627144,Aktiv,P-enhed,02.03.2020,
Iglo Film,"Thyregodsvej 13, 4. tv, 2500 Valby",1025666786,Aktiv,P-enhed,01.04.2020,
By-SRT,"Søborg Hovedgade 197, 2. tv, 2860 Søborg",1025827437,Aktiv,P-enhed,03.04.2020,
Roma's Pizzaria & Burger House,"Nordre Fasanvej 180, kl., 2000 Frederiksberg",1025368580,Aktiv,P-enhed,23.12.2019,
MCdoner,"Tingbjerg Ås 25, 1. th, 2700 Brønshøj",1025604047,Aktiv,P-enhed,19.02.2020,
e-baran lager,"Prøvestensbroen 9, 2300 København S",1025635236,Aktiv,P-enhed,05.03.2020,
ROMA PIZZERIA APS,"Mozarts Plads 3, 2450 København SV",1026331745,Aktiv,P-enhed,01.10.2020,
Originals ApS,"Smallegade 1, 2000 Frederiksberg",1026406664,Aktiv,P-enhed,25.10.2020,
Chris og Mario,"Store Torv 2, 3700 Rønne",1025851575,Aktiv,P-enhed,29.05.2020,
Hanimex ApS,"Lyngerup, 3630 Jægerspris",1025968871,Aktiv,P-enhed,25.06.2020,
TV Byens ApS,"Ågården 37, 3. th, 2635 Ishøj",1025949206,Aktiv,P-enhed,19.06.2020,
JOSH (wraps salad & lemonade),"Roskildevej 32, 2000 Frederiksberg",1025849961,Aktiv,P-enhed,23.05.2020,
Hylles Herligheder,"Kløverstykket 4, 2791 Dragør",1025763366,Aktiv,P-enhed,01.01.2020,
Gülsen ApS,"Vallekildevej 34, 2700 Brønshøj",1025807177,Aktiv,P-enhed,07.05.2020,
Shawarma-Huset ApS,"Godthåbsvej 5, 2000 Frederiksberg",1026314530,Aktiv,P-enhed,29.09.2020,
Philly's Amagerbrogade ApS,"Øresundsvej 1, 2300 København S",1026482360,Aktiv,P-enhed,01.11.2020,
Etno House ApS,"Slangerupgade 6, 3400 Hillerød",1027182824,Aktiv,P-enhed,21.05.2021,
Durumbar ApS,"Nørregade 53, 1165 København K",1030428141,Aktiv,P-enhed,30.05.2024,
Foodbike Jerome Weijers,"Sankt Jakobs Gade 22, st., 2100 København Ø",1030097110,Aktiv,P-enhed,14.02.2024,
Greendaytrade v/Johnny Hansen,"Niels Ebbesens Vej 11, 2. tv, 1911 Frederiksberg C",1027360315,Aktiv,P-enhed,10.07.2021,
Open Sharaton ApS,"Virkefeltet 1, st. tv, 2700 Brønshøj",1030264130,Aktiv,P-enhed,10.04.2024,
vivaldi Pizzabar v/Fahrettin Gökcen,"Frederiksborgvej 236, 2400 København NV",1013724357,Aktiv,P-enhed,26.10.2007,
Baan Pad Thai Takeaway,"Dildhaven 49, 2730 Herlev",1031067134,Aktiv,P-enhed,11.02.2025,
Peter Christiansen,"Emdrup Banke 136, 2100 København Ø",1008517815,Aktiv,P-enhed,01.07.2001,
Ninos Pizza Bar,"Slotsgade 59A, 3400 Hillerød",1008434421,Aktiv,P-enhed,01.05.2001,
Poulsen's Is v/Hanne Thron Olsen,"Hovedgaden 32, 3630 Jægerspris",1015035389,Aktiv,P-enhed,28.03.2009,
East Kebab,"Østerbrogade 25, st., 2100 København Ø",1015367551,Aktiv,P-enhed,02.07.2009,
SK-Jagtvej,"Jagtvej 137, 2200 København N",1031067460,Aktiv,P-enhed,01.01.2025,
Nexø Havnegrill v/Ditte Lyster Andersen,"Toldbodgade 4, 3730 Nexø",1016043962,Aktiv,P-enhed,01.07.2010,
Stations Kebab ApS,"Nøglesvinget 1, 2620 Albertslund",1031166809,Aktiv,P-enhed,17.03.2025,
PARADIS VANLØSE ApS,"Jernbane Allé 45A, 2720 Vanløse",1016246448,Aktiv,P-enhed,15.08.2010,
Madsens is-café ApS,"Hovedgaden 26, 3460 Birkerød",1029984650,Aktiv,P-enhed,01.03.2024,
Pizza Day And Night,"Hovedvejen 68, 2600 Glostrup",1029853718,Aktiv,P-enhed,21.11.2023,
The Bagel Co APS,"Strandvejen 149, 2900 Hellerup",1010651596,Aktiv,P-enhed,01.01.2003,
Beach House,"Strandvejen 150, 2920 Charlottenlund",1017727067,Aktiv,P-enhed,13.06.2012,
The Bagel Co,"Kongens Nytorv 13, 1050 København K",1023854852,Aktiv,P-enhed,13.08.2018,
Urban Kebab,"Mellemtoftevej 7, 3. th, 2500 Valby",1030323536,Aktiv,P-enhed,,
Hotdog vognen,"Julius Andersens Vej 3A, 2450 København SV",1030361764,Aktiv,P-enhed,,
CHICKY GRILL V/JYTTE R BERTHELSEN,"Halmtorvet 21, 1700 København V",1000503911,Aktiv,P-enhed,01.04.1989,
Skolekantine ApS,"Gl Holte, 2840 Holte",1021284455,Aktiv,P-enhed,18.03.2016,
Repstore ApS,"Høje Taastrup, 2630 Taastrup",1021760095,Aktiv,P-enhed,09.09.2016,
KCAL Factory Hellerup ApS,"Sankt Peders Vej 1, 2900 Hellerup",1021981482,Aktiv,P-enhed,05.12.2016,
Bite Me ApS,"Trianglen 7, 2100 København Ø",1021878274,Aktiv,P-enhed,26.10.2016,
Store Klaus,"Smidstrup Strandvej 65, 3250 Gilleleje",1021232706,Aktiv,P-enhed,01.03.2016,
SK Investeringsfirma ApS,"Hillerødsholmsalle 87, 1. th, 3400 Hillerød",1021275529,Aktiv,P-enhed,22.03.2016,
Angro ApS,"Skuldelev, 4050 Skibby",1021962917,Aktiv,P-enhed,28.11.2016,
Social Foodies Hellerup,"Strandvejen 187, st., 2900 Hellerup",1021390956,Aktiv,P-enhed,02.05.2016,
Food lab.dk,"Magnoliavej 12, st. tv, 2600 Glostrup",1030542327,Aktiv,P-enhed,15.07.2024,
Tacopop Reffen,"Roskildevej 46, 2000 Frederiksberg",1023642456,Aktiv,P-enhed,24.05.2018,
Pops pizza ApS,"Nybrovej 149, 2800 Kongens Lyngby",1023330632,Aktiv,P-enhed,25.01.2018,
LuLu is ApS,"Valby Langgade 77, 2500 Valby",1023391933,Aktiv,P-enhed,21.02.2018,
E.Hasdemir ApS,"Helsingørsgade 22, st. tv, 3400 Hillerød",1023469177,Aktiv,P-enhed,24.03.2018,
Øriginal Is,"Hovedgade 1E, 3730 Nexø",1023722727,Aktiv,P-enhed,23.06.2018,
PRONTO PIZZARIA III,"Vesterbrogade 167, 1800 Frederiksberg C",1021003081,Aktiv,P-enhed,01.01.2016,
TV Byens Pizza ApS,"Mørkhøjvej 143, 2860 Søborg",1021916834,Aktiv,P-enhed,01.11.2016,
is huset,"Prinsessegade 52, kl. mf, 1422 København K",1030243079,Aktiv,P-enhed,07.04.2024,
Le Bon Gout,"Godthåbsvej 199, 2720 Vanløse",1024376369,Aktiv,P-enhed,01.01.2019,
Industrivænget Falafel&Kebab,"Industrivænget 8, 3400 Hillerød",1021655615,Aktiv,P-enhed,01.08.2016,
KHAZAN BABU ApS (Gustoso)/ Curry up now,"Fløng, 2640 Hedehusene",1021639180,Aktiv,P-enhed,04.08.2016,
Koriander Takeaway,"Farum Hovedgade 11, 3520 Farum",1021603089,Aktiv,P-enhed,01.07.2016,
Curryaway Ballerup,"Sct. Jacobsvej 12, 2750 Ballerup",1021639628,Aktiv,P-enhed,01.04.2016,
Wendel Holding ApS,"Havnevej 25B, 3300 Frederiksværk",1030431924,Aktiv,P-enhed,11.06.2024,
OCEAN GRILL,"Oceankaj 2, 2150 Nordhavn",1025013561,Aktiv,P-enhed,02.09.2019,
Sølvskeen,"Klostergade 2, 3230 Græsted",1025024156,Aktiv,P-enhed,02.09.2019,
Philly's Fisketorvet ApS,"Kirstinehøj 34, 2770 Kastrup",1025039420,Aktiv,P-enhed,09.09.2019,
ESPERIA PIZZABAR,"Farum Hovedgade 33, 3520 Farum",1024977346,Aktiv,P-enhed,27.08.2019,
Kebab hjørnet v/Kemal Tufekci,"Vigerslevvej 150, st., 2500 Valby",1025170616,Aktiv,P-enhed,01.11.2019,
Moslem Mohsen,"Klampenborgvej 248, 2. 4, 2800 Kongens Lyngby",1025175812,Aktiv,P-enhed,29.10.2019,
Adil & far ApS,"Amagerbrogade 140, st. tv, 2300 København S",1028622534,Aktiv,P-enhed,27.09.2022,
Fiskedellen,"Julegade 2A, 3790 Hasle",1028659764,Aktiv,P-enhed,08.10.2022,
Byens pølser,"Frederikssundsvej 163 - 173, 2700 Brønshøj",1021102993,Aktiv,P-enhed,01.02.2016,
LATINI HJØRNET,"SKANSEVEJ 88, 3400 Hillerød",1021351144,Aktiv,P-enhed,01.05.2016,
Trio NVN ApS,"Taastrup Have 22, st. tv, 2630 Taastrup",1030948714,Aktiv,P-enhed,02.01.2025,
Calimero Pizzaria v/Tevfik Sari,"Roskildevej 84, 2000 Frederiksberg",1026480244,Aktiv,P-enhed,16.11.2020,
Gastronomia Italiana 5,"Jagtvej 101, 2200 København N",1026745310,Aktiv,P-enhed,29.01.2021,
SKOVLUNDE GASTRONOMIA ITALIANA APS,"Skovlunde Byvej 30, st., 2740 Skovlunde",1018224123,Aktiv,P-enhed,25.01.2013,
Køkken & Købmand,"Gladsaxe Møllevej 75, 2860 Søborg",1029834713,Aktiv,P-enhed,14.11.2023,
Deeva ApS,"Sankt Annæ Gade 9, 1416 København K",1022501441,Aktiv,P-enhed,07.06.2017,
Trørød skolen,"Gammel Holtevej 2, 2950 Vedbæk",1028688942,Aktiv,P-enhed,01.07.2022,
Brøndby Kebab grill/ Ahmet Ferhat Yalin,"Nygårds Plads 2A, 2605 Brøndby",1028794890,Aktiv,P-enhed,29.11.2022,
Byens Bedste Pizza I/S,"Frederiksværksgade 85D, 3400 Hillerød",1028797849,Aktiv,P-enhed,30.11.2022,
Social Food Vedbæk,"Vedbæk Strandvej 391, st., 2950 Vedbæk",1028697976,Aktiv,P-enhed,20.10.2022,
Chris & Mario I/S,"Kongens Nytorv 8, kl., 1050 København K",1028712126,Aktiv,P-enhed,04.11.2022,
Oasen I/S,"Stjernegade 24, 3000 Helsingør",1017755230,Aktiv,P-enhed,01.06.2012,
GZING ApS,"Dyrehavevej 1, 2930 Klampenborg",1017702951,Aktiv,P-enhed,29.05.2012,
Forpagter Janne Bjerregaard,"Prags Boulevard 67, 2300 København S",1024016923,Aktiv,P-enhed,01.11.2018,
Saras Pizzeria og Burgerhouse,"Lundtofteparken 67, 2800 Kongens Lyngby",1016302453,Aktiv,P-enhed,13.09.2010,
DURUM KEBAB HOUSE ApS,"Jernbanepladsen 33, 2800 Kgs. Lyngby",1014242976,Aktiv,P-enhed,27.02.2008,
Fabios Pizzaria,"Tagensvej 167, st., 2400 København NV",1014236747,Aktiv,P-enhed,15.02.2008,
Træfpunktet Pizza/Grill v/ Nail Kömürcü,"Ishøj Strandvej 11, 2635 Ishøj",1013639171,Aktiv,P-enhed,01.10.2007,
PASHA KEBAB ApS,"Enghavevej 57, 1674 København V",1013329180,Aktiv,P-enhed,01.06.2007,
Torino Pizza og Grill v/Tuncay Yalcin,"Herlev Bygade 2, 2730 Herlev",1010960351,Aktiv,P-enhed,01.12.2004,
Hong Kong Grill,"Vigerslevvej 140, 2500 Valby",1010952340,Aktiv,P-enhed,01.12.2004,
Vanløsehallerne Hal 2 Sport Cafe v/Ole Leonhardt,"Hirtshalsvej 6A, 2720 Vanløse",1004045247,Aktiv,P-enhed,01.10.1996,
Gonzales Pizzeria V/Metin Merkit,"Ruten 6K, 2700 Brønshøj",1007497586,Aktiv,P-enhed,01.04.2000,
MOZARTS GRILL V/DAC BINH TA,"Mozartsvej 7, 2450 København SV",1006350729,Aktiv,P-enhed,01.10.1999,
PØLSEFORHANDLER LARS E. PETERSEN,"Norgesgade 44, 4. tv, 2300 København S",1004491978,Aktiv,P-enhed,01.04.1998,
ORLANDOS PIZZARIA V/SUKRU AYNAOGLU,"Amagerbrogade 214A, 2300 København S",1004770494,Aktiv,P-enhed,01.11.1998,
Kongens Cafe´ & Pizza v/ Hüseyin Cavit Yalcin,"Kongensgade 15A, 3550 Slangerup",1008267304,Aktiv,P-enhed,01.02.2001,
Bella Milano v/Muzaffer Gümüs,"Bybjergvej 4A, 2740 Skovlunde",1008367570,Aktiv,P-enhed,01.01.2001,
KONYA KEBAB ApS,"Nørrebrogade 106, 2200 København N",1008648170,Aktiv,P-enhed,05.07.2001,
CAN 2005 ApS,"Ulsøparken 4A, 2660 Brøndby Strand",1010769155,Aktiv,P-enhed,15.09.2004,
Casa Mia Pizza v/Vedat Aydar,"Smallegade 26A, 2000 Frederiksberg",1011744296,Aktiv,P-enhed,01.10.2005,
Roma Pizzeria v/Hasan Ince,"Karmstensvej 4, 3650 Ølstykke",1015130764,Aktiv,P-enhed,01.04.2009,
HIKO SERVICE c/o Hiko Pizza v/Hiko Simon Secilmis,"Nordre Fasanvej 26, 2000 Frederiksberg",1015278508,Aktiv,P-enhed,01.06.2009,
BBQ,"H P Christensens Vej 2A, 3000 Helsingør",1031245180,Aktiv,P-enhed,14.04.2025,
Romas Pizza I/S,"Græsted Hovedgade 16, 3230 Græsted",1015490310,Aktiv,P-enhed,01.10.2009,
Steakhouse v/Mariwan Jomma Mohamad,"Rantzausgade 32, st., 2200 København N",1017597279,Aktiv,P-enhed,01.04.2012,
Pizzaria og Burgerhouse,"Hovedgaden 37, 2970 Hørsholm",1018463071,Aktiv,P-enhed,01.05.2013,
Dallas Sandwich Bar,"Vallensbækvej 13, 2605 Brøndby",1018848879,Aktiv,P-enhed,24.10.2013,
Tio Mario,"Amerika Plads 4, 2100 København Ø",1018807889,Aktiv,P-enhed,01.10.2013,
VIETNAM RICE & NOODLE BAR,"Tomsgårdsvej 81, st. tv, 2400 København NV",1018754645,Aktiv,P-enhed,25.09.2013,
SMØRUM PIZZA ApS,"Flodvej 75F, 2765 Smørum",1019068478,Aktiv,P-enhed,09.01.2014,
kebab huset,"Hjulmagerporten 1, 2650 Hvidovre",1018520687,Aktiv,P-enhed,01.08.2013,
Bauhouse Grill,"Sigrunsvej 40, 3400 Hillerød",1014981019,Aktiv,P-enhed,01.02.2009,
La Sirena v/Resul Gür,"Jægersborg Alle 11, 2920 Charlottenlund",1015239553,Aktiv,P-enhed,01.05.2009,
Kebabland v/Mohammad Imran,"Amagerbrogade 50, 2300 København S",1015740287,Aktiv,P-enhed,01.01.2010,
Husum Gastronomia italiana 8 v/Goran Abdul Razak Mohammad Amin,"Islevhusvej 3, 2700 Brønshøj",1015737871,Aktiv,P-enhed,01.01.2010,
Pronto Pizzaria v/Hardi Baram,"Stefansgade 1, 2200 København N",1017033189,Aktiv,P-enhed,01.08.2011,
Karrysutra ApS,"Viborggade 6, 2100 København Ø",1024860201,Aktiv,P-enhed,03.07.2019,
Mirac ApS,"Høje Gladsaxe Torv 2, 2860 Søborg",1024336898,Aktiv,P-enhed,24.01.2019,
Flinstones pizza,"Englandsvej 34B, 2300 København S",1024494868,Aktiv,P-enhed,11.03.2019,
PIZZA & BURGER HOUSE APS,"Bavnehøj Allé 3, 2450 København SV",1024631199,Aktiv,P-enhed,17.04.2019,
Rafaels Pizzeria,"Store Torvegade 35, 3700 Rønne",1024718677,Aktiv,P-enhed,20.05.2019,
Armandos Trattoria ApS,"Brogårdsvej 25, 2820 Gentofte",1024689650,Aktiv,P-enhed,09.05.2019,
SG,"Havnen 2, 3250 Gilleleje",1024788756,Aktiv,P-enhed,16.06.2019,
City Kebabhouse,"Cityringen 1, 2630 Taastrup",1031214021,Aktiv,P-enhed,13.03.2025,
Baba's Pizza & Burgerhouse,"Nørregade 53B, 3300 Frederiksværk",1021810602,Aktiv,P-enhed,01.10.2016,
Liberta Pizzaria v/Abdullah Cifci,"Glentevej 5, 2600 Glostrup",1021742259,Aktiv,P-enhed,15.09.2016,
PIZZE DI NAPO,"Vedbæk Stationsvej 14, 2950 Vedbæk",1021827521,Aktiv,P-enhed,11.10.2016,
Don't Break it,"Maribovej 15, 1. tv, 2500 Valby",1031252187,Aktiv,P-enhed,01.11.2024,
Farms Kitcen ApS,"Jernbanevej 57, 2600 Glostrup",1022360678,Aktiv,P-enhed,11.04.2017,
Islev Pizza og Burger House v/Necdet Erdem,"Tårnvej 475A, 2610 Rødovre",1012740308,Aktiv,P-enhed,30.10.2006,
Dilis,"Ny Carlsberg Vej 38, st. th, 1760 København V",1012647154,Aktiv,P-enhed,05.10.2006,
Gastronomia Italiana 9,"Nordre Frihavnsgade 54, 2100 København Ø",1021512881,Aktiv,P-enhed,10.06.2016,
Byens PizzaHouse,"Virumvej 86, 2830 Virum",1020910638,Aktiv,P-enhed,20.11.2015,
La Mensa Di Benito ApS,"Dybbølsgade 59, 1721 København V",1020551050,Aktiv,P-enhed,25.06.2015,
Thai - Asian Take - Away,"Cort Adelers Gade 2, 1053 København K",1020484035,Aktiv,P-enhed,01.06.2015,
Center Pizza & Grillbar,"Brostykkevej 133, 2650 Hvidovre",1020825010,Aktiv,P-enhed,20.10.2015,
MORE,"Lillevang 2, 3650 Ølstykke",1025801985,Aktiv,P-enhed,01.05.2020,
Milkshake Pop Up,"Roskildevej 38, 2000 Frederiksberg",1026015908,Aktiv,P-enhed,10.07.2020,
Vildglad Is,"Amagerbrogade 182, 2300 København S",1025863794,Aktiv,P-enhed,25.05.2020,
Vesterkøb Pizza og Burgerhus v/Sibel Daud,"Vesterkøb 40, 2640 Hedehusene",1027914973,Aktiv,P-enhed,01.01.2022,
IT-AL ApS,"Strandvejen 323, 2920 Charlottenlund",1028183212,Aktiv,P-enhed,11.04.2022,
IL Castello,"Slotsherrensvej 48, 2720 Vanløse",1027567440,Aktiv,P-enhed,15.10.2021,
French Chicken Hvidovre,"Hvidovrevej 340C, 2650 Hvidovre",1027612454,Aktiv,P-enhed,07.10.2021,
Marleon ApS,"Gammel Kongevej 101, st. 1, 1850 Frederiksberg C",1027707692,Aktiv,P-enhed,08.11.2021,
Regnbuen ApS,"Dyrehavsbakken 100, 2930 Klampenborg",1027872405,Aktiv,P-enhed,05.01.2022,
Flip ApS,"Gammel Køge Landevej 28, st., 2500 Valby",1028032567,Aktiv,P-enhed,25.02.2022,
Philly's Trianglen ApS,"Kirstinehøj 34, 2770 Kastrup",1026904184,Aktiv,P-enhed,01.03.2021,
Pizzeria & Burgerhouse v/ Huseyin,"Rybjerg Alle 91, st. tv, 2860 Søborg",1030037231,Aktiv,P-enhed,25.01.2024,
Ravello Hvidovre ApS,"Arnold Nielsens Boulevard 2, ST. 2, 2650 Hvidovre",1030189279,Aktiv,P-enhed,15.03.2024,
Bremens Grillbar,"Bremensgade 3, 2300 København S",1030592162,Aktiv,P-enhed,06.09.2024,
Mr. Kebab v/Ilyas Bekar,"Valby Langgade 132, 2500 Valby",1018008854,Aktiv,P-enhed,01.11.2012,
Gustoso The Italian Cuisine /Varnada the indian cuisine,"Ny Kronborgvej 2, 3000 Helsingør",1022843482,Aktiv,P-enhed,27.07.2017,
The Real Greek REFFEN,"Refshalevej 167A, 1432 København K",1031164393,Aktiv,P-enhed,20.03.2025,
LocaLoco I/S,"Kalvebodvej 272, 2791 Dragør",1022905828,Aktiv,P-enhed,05.10.2017,
Sund Sandwich Bar,"Ny Østergade 2, 1. 2, 3600 Frederikssund",1023429388,Aktiv,P-enhed,01.04.2018,
Rosetta Vesterbro,"Vesterbrogade 120, kl. th, 1620 København V",1029873735,Aktiv,P-enhed,01.12.2023,
BAR`BEN`S VENNER,"Strandlodsvej 92, 2300 København S",1001212030,Aktiv,P-enhed,01.06.1993,
"NATGUFFEN, AXELTORVET V/MICHAEL KRISTENSEN","Carl Plougs Vej 24, 3000 Helsingør",1001457473,Aktiv,P-enhed,01.01.1995,
Osborn.,"Sjælsø Vænge 21, 3460 Birkerød",1030731510,Aktiv,P-enhed,01.01.2025,
Mr.W. Shawarma,"Fabriksområdet 50, 1440 København K",1030941744,Aktiv,P-enhed,01.01.2025,
Red Hot Bird,"Stenbrudsvej 35, 3730 Nexø",1030929663,Aktiv,P-enhed,02.01.2025,
ALO INVEST ApS,"Kalvebod Brygge 32, 1560 København V",1013823231,Aktiv,P-enhed,03.12.2007,
HONG KONG GRILL V/HUI MEI ZHENG,"Jagtvej 12, 2200 København N",1004940902,Aktiv,P-enhed,01.01.1999,
Cejo Mejo V/Marco Rejaie,"Borups Plads 5, 4. th, 2200 København N",1007190332,Aktiv,P-enhed,12.01.2000,
Amager Gyouza v/Xing Mei Chen,"Øresundsvej 3, st. tv, 2300 København S",1007188990,Aktiv,P-enhed,01.08.1996,
Sandwichbaren I/S v/Kim Lyseen mfl,"Rødovre Centrum 134, 2610 Rødovre",1013844891,Aktiv,P-enhed,31.08.2007,
Afro Tastes,"Lergravsvej 43, 1. th, 2300 København S",1030910083,Aktiv,P-enhed,12.12.2024,
Metro Kebaben,"Rødegård 14, 1. tv, 2300 København S",1030821331,Aktiv,P-enhed,09.11.2024,
La Cipa Pizzaria,"Nordre Frihavnsgade 82, st., 2100 København Ø",1028350143,Aktiv,P-enhed,01.04.2022,
Kebabstian v/Kemal Ali Bingöl,"Jernbanegade 39, 3600 Frederikssund",1017815993,Aktiv,P-enhed,01.07.2012,
Den Gode Kok IVS,"Følager 2, 2500 Valby",1023884972,Aktiv,P-enhed,22.08.2018,
Kaburi Sushi and more ApS,"Kalvebod Brygge 59, 1560 København V",1023591614,Aktiv,P-enhed,04.05.2018,
Orienten Shawarma,"Frederikssundsvej 56B, 2400 København NV",1023731033,Aktiv,P-enhed,23.06.2018,
Mini-Pizza ApS,"Alsønderup, 3400 Hillerød",1023877941,Aktiv,P-enhed,20.08.2018,
Shawarma Hytten ApS,"Dyrehavsbakken 9, 2930 Klampenborg",1023436015,Aktiv,P-enhed,12.03.2018,
Center Kebaben,"Humlebæk Center 23, 3050 Humlebæk",1019545098,Aktiv,P-enhed,01.07.2014,
ORIGINAL SHAWARMA ApS,"Vildtbaneparken 74H, 2635 Ishøj",1019228084,Aktiv,P-enhed,18.03.2014,
Allinge Havnegrill v/Simon Jensen,"Sverigesvej 15, 3770 Allinge",1018902725,Aktiv,P-enhed,18.11.2013,
